"id","page","route","section","legal","en","tr"
"hire.025","Hire Workers","/hire-workers","Hero bölümü","yes","on your site in six to eight weeks.","6–8 hafta içinde işyerinizde."
"hire.026","Hire Workers","/hire-workers","Hero bölümü","yes","Vetted workers from 13+ countries, permits filed by us —","13+ ülkeden kontrol edilmiş işçiler, izinleri biz alırız —"
"hire.027","Hire Workers","/hire-workers","Hero bölümü","yes","on site in six to eight weeks.","6–8 hafta içinde işyerinizde."
"hire.028","Hire Workers","/hire-workers","Hero bölümü","yes","No upfront fee","Peşin ödeme yapmazsınız"
"hire.029","Hire Workers","/hire-workers","Hero bölümü","","— you pay after arrival","— ödemenizi çalışan işbaşı yaptıktan sonra gerçekleştirirsiniz"
"hire.030","Hire Workers","/hire-workers","Hero bölümü","yes","Replacement guarantee","Aday değişim güvencesi"
"hire.031","Hire Workers","/hire-workers","Hero bölümü","","in your contract","sözleşme şartlarına uygun olarak"
"hire.032","Hire Workers","/hire-workers","Hero bölümü","","Call us","Bizi arayın"
"hire.033","Hire Workers","/hire-workers","Hero bölümü","","Call","Arayın"
"hire.034","Hire Workers","/hire-workers","Hero bölümü","yes","İŞKUR Permit No. 1730","İŞKUR İzin Belgesi No: 1730"
"hire.035","Hire Workers","/hire-workers","Hero bölümü","","workers placed","yerleştirilen işçi"
"hire.036","Hire Workers","/hire-workers","Hero bölümü","","source countries","kaynak ülke"
"hire.037","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","yes","Get your quote in 24 hours","Teklifinizi 24 saat içinde alın"
"hire.038","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","A few quick fields — we'll come back with a written proposal.","Birkaç bilgi yeterli — size özel teklifinizi hazırlayalım."
"hire.039","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","yes","Tell us what you need — written proposal in 24 hours.","İhtiyacınızı yazın — 24 saat içinde yazılı teklif."
"hire.040","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Request workers →","İşçi talep edin →"
"hire.041","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Ask on WhatsApp","WhatsApp'tan sorun"
"hire.042","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","yes","No upfront fee","Peşin ücret yok"
"hire.043","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","yes","Reply in 4 working hours","Peşin ücret yok · 4 iş saati içinde geri dönüş · Bağlayıcı değil"
"hire.044","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","No obligation","Bağlayıcı değil"
"hire.045","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Request sent","Talebiniz gönderildi"
"hire.046","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","yes","We reply within 4 working hours.","4 iş saati içinde yanıt veriyoruz."
"hire.047","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Company name","Firma adı"
"hire.048","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","City in Turkey","Hangi şehirde?"
"hire.049","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Roles needed (e.g. welder, picker)","İhtiyaç duyulan pozisyonlar (örn. kaynakçı, toplayıcı)"
"hire.050","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","How many?","Kaç kişi?"
"hire.051","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Phone / WhatsApp","Telefon / WhatsApp"
"hire.052","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Work email","Kurumsal e-posta"
"hire.053","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Contact person","İletişim kişisi"
"hire.054","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Industry","Sektör"
"hire.055","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Roles needed (e.g. welder)","İhtiyaç duyulan pozisyonlar (örn. kaynakçı)"
"hire.056","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Number of workers","İşçi sayısı"
"hire.057","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","City / location in Turkey","Şehir / lokasyon (Türkiye)"
"hire.058","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","When do you need them?","Ne zaman ihtiyacınız var?"
"hire.059","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","As soon as possible","En kısa sürede"
"hire.060","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Within 1–2 months","1–2 ay içinde"
"hire.061","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","In 3+ months","3+ ay içinde"
"hire.062","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Just planning","Henüz planlama aşamasında"
"hire.063","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Request Workers →","İşçi talep edin →"
"hire.064","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","By sending you agree we may process these details to prepare your quote — see our","Gönderdiğinizde, teklifinizi hazırlamak için bu bilgileri işleyebileceğimizi kabul etmiş olursunuz —"
"hire.065","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","yes","Privacy Notice (KVKK)","Gizlilik Aydınlatma Metni (KVKK)"
"hire.066","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","","Need to give more detail? Full request form ↓","Daha fazla detay vermek ister misiniz? Ayrıntılı talep formu ↓"
"hire.067","Hire Workers","/hire-workers","Hızlı menü ve sabit çağrı","","Industries","Sektörler"
"hire.068","Hire Workers","/hire-workers","Hızlı menü ve sabit çağrı","","Why us","Neden biz"
"hire.069","Hire Workers","/hire-workers","Hızlı menü ve sabit çağrı","","Process","Süreç"
"hire.070","Hire Workers","/hire-workers","Hızlı menü ve sabit çağrı","","FAQ","SSS"
"hire.071","Hire Workers","/hire-workers","Hızlı menü ve sabit çağrı","","Request workers","İşçi talep edin"
"hire.072","Hire Workers","/hire-workers","Hızlı menü ve sabit çağrı","yes","Need workers? Tell us the roles — written quote within 24 hours.","İşçiye mi ihtiyacınız var? Pozisyonları yazın — 24 saat içinde yazılı teklif."
"hire.073","Hire Workers","/hire-workers","Hızlı menü ve sabit çağrı","","employer partners across Turkey","Türkiye genelinde işveren iş ortağımız"
"hire.074","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Industries we staff","İşçi temin ettiğimiz sektörler"
"hire.075","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","From single roles to full production teams — these are the sectors we place workers in every month.","Tek bir pozisyondan tam üretim ekiplerine kadar — her ay işçi yerleştirdiğimiz sektörler."
"hire.076","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Factory / Manufacturing","Fabrika / Üretim"
"hire.077","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Construction","İnşaat"
"hire.078","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Tourism / Hospitality","Turizm / Konaklama"
"hire.079","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Agriculture","Tarım"
"hire.080","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Textile","Tekstil"
"hire.081","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Logistics / Warehouse","Lojistik / Depo"
"hire.082","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Other","Diğer"
"hire.083","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Most requested · Production line & skilled trades","En çok talep edilen · Üretim hattı ve nitelikli meslekler"
"hire.084","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Site crews & skilled tradesmen for any project size","Her ölçekte proje için saha ekipleri ve nitelikli ustalar"
"hire.085","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Hotel & restaurant staff for Antalya and beyond","Antalya ve Türkiye genelinde otel ve restoran personeli"
"hire.086","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Seasonal & year-round farm workforce","Sezonluk ve yıl boyu tarım iş gücü"
"hire.087","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Experienced garment workers for producers","Üreticiler için deneyimli konfeksiyon işçileri"
"hire.088","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Warehouse & distribution staff who keep goods moving","Sevkiyatı aksatmayan depo ve dağıtım personeli"
"hire.089","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Machine operator","Makine operatörü"
"hire.090","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Welder","Kaynakçı"
"hire.091","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Assembler","Montaj işçisi"
"hire.092","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Packer","Paketleme işçisi"
"hire.093","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","CNC operator","CNC operatörü"
"hire.094","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Maintenance technician","Bakım teknisyeni"
"hire.095","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Quality inspector","Kalite kontrol elemanı"
"hire.096","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Production helper","Üretim yardımcısı"
"hire.097","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Mason","Duvar ustası"
"hire.098","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Steel fixer","Demir bağlama ustası"
"hire.099","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Electrician","Elektrikçi"
"hire.100","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Plumber","Tesisatçı"
"hire.101","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Painter","Boyacı"
"hire.102","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Carpenter","Marangoz"
"hire.103","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Tiler","Fayans ustası"
"hire.104","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Heavy equipment operator","İş makinesi operatörü"
"hire.105","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Chef","Aşçı"
"hire.106","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Housekeeping","Kat hizmetleri"
"hire.107","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Waiter","Garson"
"hire.108","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Receptionist","Ön büro görevlisi"
"hire.109","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Kitchen helper","Mutfak yardımcısı"
"hire.110","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Barista","Barista"
"hire.111","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Cleaning staff","Temizlik personeli"
"hire.112","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Greenhouse worker","Sera işçisi"
"hire.113","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Harvest crew","Hasat ekibi"
"hire.114","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Livestock","Hayvan bakıcısı"
"hire.115","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Irrigation worker","Sulama işçisi"
"hire.116","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Tractor operator","Traktör operatörü"
"hire.117","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Packing house worker","Paketleme tesisi işçisi"
"hire.118","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Sewing operator","Dikiş makinesi operatörü"
"hire.119","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Cutter","Kesim ustası"
"hire.120","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Quality control","Kalite kontrol elemanı"
"hire.121","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Ironing & pressing","Ütü ve pres işçisi"
"hire.122","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Fabric cutter helper","Kesim yardımcısı"
"hire.123","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Packing","Paketlemeci"
"hire.124","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Forklift operator","Forklift operatörü"
"hire.125","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Loader","Yükleme işçisi"
"hire.126","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Warehouse worker","Depo işçisi"
"hire.127","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Order picker","Sipariş toplama personeli"
"hire.128","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Inventory clerk","Stok görevlisi"
"hire.129","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Driver helper","Şoför yardımcısı"
"hire.130","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Request Factory workers →","Fabrika işçisi talep edin →"
"hire.131","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Request Construction workers →","İnşaat işçisi talep edin →"
"hire.132","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Request Hospitality workers →","Konaklama personeli talep edin →"
"hire.133","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Request Agriculture workers →","Tarım işçisi talep edin →"
"hire.134","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Request Textile workers →","Tekstil işçisi talep edin →"
"hire.135","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Request Logistics workers →","Lojistik personeli talep edin →"
"hire.136","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","More roles we place","Temin ettiğimiz diğer pozisyonlar"
"hire.137","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","yes","Arrival in 6–8 weeks · Replacement guarantee","6–8 haftada işbaşı · Aday değişim güvencesi"
"hire.138","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Don't see your sector?","Sektörünüzü göremediniz mi?"
"hire.139","Hire Workers","/hire-workers","Sektörler ve pozisyonlar","","Tell us what you need →","İhtiyacınızı bize yazın →"
"hire.140","Hire Workers","/hire-workers","Kaynak ülkeler","","Source countries","Kaynak ülkeler"
"hire.141","Hire Workers","/hire-workers","Kaynak ülkeler","","Vetted talent from",""
"hire.142","Hire Workers","/hire-workers","Kaynak ülkeler","","+ countries","+ ülkeden"
"hire.143","Hire Workers","/hire-workers","Kaynak ülkeler","","Our sourcing teams and partner agents screen candidates on the ground — skills, experience and documents verified before you ever see a profile.","Tedarik ekiplerimiz ve iş ortağı acenteler adayları kendi ülkelerinde değerlendirir — nitelikleri, deneyimi ve belgeleri, siz profili görmeden önce kontrol edilir."
"hire.144","Hire Workers","/hire-workers","Kaynak ülkeler","","Our own teams, in every country","Her ülkede kendi ekibimiz"
"hire.145","Hire Workers","/hire-workers","Kaynak ülkeler","","Antalya, Türkiye for employers · Karachi, Pakistan for sourcing · our own representative in every source country — no unknown middlemen in between.","İşverenler için Antalya · Tedarik için Karaçi · her kaynak ülkede kendi temsilcimiz — arada tanımadığınız aracı yok."
"hire.146","Hire Workers","/hire-workers","Karşılaştırma","","Hiring abroad yourself vs. hiring with us","Yurt dışından kendiniz işe almak mı, JobsAdmire ile çalışmak mı?"
"hire.147","Hire Workers","/hire-workers","Karşılaştırma","","The same team, two very different routes.","Aynı ekip, birbirinden çok farklı iki yol."
"hire.148","Hire Workers","/hire-workers","Karşılaştırma","","On your own","Kendi başınıza"
"hire.149","Hire Workers","/hire-workers","Karşılaştırma","","With JobsAdmire","JobsAdmire ile"
"hire.150","Hire Workers","/hire-workers","Karşılaştırma","","3–6 months to fill a role","Bir pozisyonu doldurmak 3–6 ay"
"hire.151","Hire Workers","/hire-workers","Karşılaştırma","","Local ads, agencies, repeat interviews — and often no result.","Yerel ilanlar, acenteler, tekrarlanan görüşmeler — ve genellikle sonuç yok."
"hire.152","Hire Workers","/hire-workers","Karşılaştırma","yes","Permit paperwork on your HR team","İzin evrakı İK ekibinizin üzerinde"
"hire.153","Hire Workers","/hire-workers","Karşılaştırma","","Filings, translations, notary runs and follow-ups for every worker.","Her işçi için başvuru, tercüme, noter işlemleri ve takip."
"hire.154","Hire Workers","/hire-workers","Karşılaştırma","","Unverified candidates","Doğrulanmamış adaylar"
"hire.155","Hire Workers","/hire-workers","Karşılaştırma","","Skills and documents taken on trust — problems appear after arrival.","Nitelik ve belgeler güvene dayalı — sorunlar işçi geldikten sonra çıkar."
"hire.156","Hire Workers","/hire-workers","Karşılaştırma","","Compliance risk is yours","Mevzuat riski size ait"
"hire.157","Hire Workers","/hire-workers","Karşılaştırma","","A rejected or late filing means fines and a delayed start date.","Reddedilen ya da geciken başvuru, idari para cezası ve işe başlamanın gecikmesi anlamına gelir."
"hire.158","Hire Workers","/hire-workers","Karşılaştırma","","Worker leaves — start again","İşçi ayrılırsa süreç yeniden başlar"
"hire.159","Hire Workers","/hire-workers","Karşılaştırma","","Costs already spent, vacancy open again from day one.","Harcanan maliyet gider, pozisyon ilk günden yeniden açılır."
"hire.160","Hire Workers","/hire-workers","Karşılaştırma","yes","6–8 weeks to first working day","İlk iş gününe 6–8 hafta"
"hire.161","Hire Workers","/hire-workers","Karşılaştırma","yes","Shortlist within 24 hours, permits filed in parallel.","24 saat içinde kısa liste, izin başvuruları paralel yürür."
"hire.162","Hire Workers","/hire-workers","Karşılaştırma","yes","We file every permit","Her çalışma iznini biz alırız"
"hire.163","Hire Workers","/hire-workers","Karşılaştırma","yes","İŞKUR-licensed (Permit No. 1730), under Turkish law No. 4904.","İŞKUR izinli özel istihdam bürosu (İzin Belgesi No: 1730), 4904 sayılı kanun kapsamında."
"hire.164","Hire Workers","/hire-workers","Karşılaştırma","","Skills and documents verified","Nitelikler ve belgeler doğrulanır"
"hire.165","Hire Workers","/hire-workers","Karşılaştırma","","Trade tests, references and papers checked by our own teams.","Meslek testleri, referanslar ve evraklar kendi ekiplerimizce kontrol edilir."
"hire.166","Hire Workers","/hire-workers","Karşılaştırma","","Compliance handled end to end","Mevzuat uyumu uçtan uca bizde"
"hire.167","Hire Workers","/hire-workers","Karşılaştırma","","Correct files, tracked deadlines — workers are never charged a fee.","Doğru dosyalar, takip edilen süreler — işçiden hiçbir ücret alınmaz."
"hire.168","Hire Workers","/hire-workers","Karşılaştırma","yes","Replacement guarantee in writing","Yazılı yerine koyma garantisi"
"hire.169","Hire Workers","/hire-workers","Karşılaştırma","","If a worker leaves, we source and place a replacement.","Bir işçi ayrılırsa yerine yeni işçi bulup yerleştiririz."
"hire.170","Hire Workers","/hire-workers","Süreç adımları","","From request to","Talebinizden"
"hire.171","Hire Workers","/hire-workers","Süreç adımları","","first working day","ilk iş gününe"
"hire.172","Hire Workers","/hire-workers","Süreç adımları","","Every step tracked live on your portal dashboard — you always know where your workers are in the process.","Her adım portal panelinizden canlı takip edilir — işçilerinizin süreçte nerede olduğunu her zaman bilirsiniz."
"hire.173","Hire Workers","/hire-workers","Süreç adımları","yes","Typical total: 6–8 weeks","Tipik toplam süre: 6–8 hafta"
"hire.174","Hire Workers","/hire-workers","Süreç adımları","","New to hiring foreigners? Read our full","Yabancı çalıştırma sizin için yeni mi? Ayrıntılı"
"hire.175","Hire Workers","/hire-workers","Süreç adımları","yes","Work Permit guide","Çalışma İzni rehberimizi"
"hire.176","Hire Workers","/hire-workers","Süreç adımları","","— rules, the e-Muafiyet exemption and penalties, explained for employers.","okuyun — mevzuat, e-Muafiyet ve idari para cezaları, işverenler için anlatıldı."
"hire.177","Hire Workers","/hire-workers","Süreç adımları","yes","Want the numbers first? Work out salary, SGK, permit fees and flights in the","Maliyetleri önceden görmek ister misiniz? Maaş, SGK, izin ve uçuş maliyetlerini"
"hire.178","Hire Workers","/hire-workers","Süreç adımları","","hiring cost calculator","işçi maliyet hesaplama sayfasında"
"hire.179","Hire Workers","/hire-workers","Süreç adımları","",".","hesaplayın."
"hire.180","Hire Workers","/hire-workers","Portal tanıtımı","yes","Work permits approved — 12 of 15","Çalışma izinleri onaylandı — 15 başvurudan 12'si"
"hire.181","Hire Workers","/hire-workers","Portal tanıtımı","","Live status for every worker — web and mobile","Her işçi için canlı durum — web ve mobil"
"hire.182","Hire Workers","/hire-workers","Portal tanıtımı","","Your hiring dashboard","İşe alım paneliniz"
"hire.183","Hire Workers","/hire-workers","Portal tanıtımı","yes","Approve candidates and track permits — all on one portal","Adayları onaylayın, izinleri takip edin — hepsi tek portalda"
"hire.184","Hire Workers","/hire-workers","Portal tanıtımı","yes","No spreadsheets, no chasing updates by phone. Review AI-matched shortlists, sign contracts digitally and follow every permit in real time.","Excel tablosu yok, güncelleme için telefon trafiği yok. Yapay zeka destekli kısa listeleri inceleyin, sözleşmeleri dijital imzalayın ve her izni anlık takip edin."
"hire.185","Hire Workers","/hire-workers","Portal tanıtımı","","E-signature contracts — no printing, no courier","E-imzalı sözleşmeler — çıktı yok, kurye yok"
"hire.186","Hire Workers","/hire-workers","Portal tanıtımı","","Secure online payments with clear invoices","Açık faturalarla güvenli çevrim içi ödeme"
"hire.187","Hire Workers","/hire-workers","Portal tanıtımı","","AI matching","Yapay zeka eşleştirme"
"hire.188","Hire Workers","/hire-workers","Portal tanıtımı","yes","Your shortlist in 24 hours, not 3 weeks — and only pre-verified profiles ever reach you.","Kısa listeniz 3 haftada değil 24 saatte — ve size yalnızca önceden doğrulanmış profiller ulaşır."
"hire.189","Hire Workers","/hire-workers","Portal tanıtımı","","Mobile app","Mobil uygulama"
"hire.190","Hire Workers","/hire-workers","Portal tanıtımı","","Approve a candidate from your phone in 30 seconds — no laptop, no waiting until Monday.","Bir adayı telefonunuzdan 30 saniyede onaylayın — bilgisayar gerekmez, pazartesiyi beklemek gerekmez."
"hire.191","Hire Workers","/hire-workers","Portal tanıtımı","yes","470+ placements","470+ yerleştirme"
"hire.192","Hire Workers","/hire-workers","Portal tanıtımı","","managed through this portal by employers in Turkey",", Türkiye'deki işverenler tarafından bu portal üzerinden yönetildi"
"hire.193","Hire Workers","/hire-workers","Portal tanıtımı","","Book a demo →","Demo talep edin →"
"hire.194","Hire Workers","/hire-workers","Sık sorulan sorular","","FAQ","SSS"
"hire.195","Hire Workers","/hire-workers","Sık sorulan sorular","","Employer questions, answered","İşverenlerin sorduğu sorular"
"hire.196","Hire Workers","/hire-workers","Sık sorulan sorular","yes","Permits, costs, timelines and what happens if something goes wrong — the things HR teams ask us before the first intake.","İzinler, maliyetler, süreler ve bir aksilik olduğunda ne olduğu — İK ekiplerinin ilk alımdan önce bize sorduğu konular."
"hire.197","Hire Workers","/hire-workers","Sık sorulan sorular","","Question not listed?","Sorunuz listede yok mu?"
"hire.198","Hire Workers","/hire-workers","Sık sorulan sorular","yes","Message our team — we reply within 4 working hours.","Ekibimize yazın — 4 iş saati içinde yanıt veriyoruz."
"hire.199","Hire Workers","/hire-workers","Talep formu","yes","We reply within 4 working hours","4 iş saati içinde yanıt veriyoruz"
"hire.200","Hire Workers","/hire-workers","Talep formu","","Tell us who you need — we'll do the rest","Kime ihtiyacınız olduğunu söyleyin — gerisini biz yaparız"
"hire.201","Hire Workers","/hire-workers","Talep formu","yes","Fill the form and continue on WhatsApp — your requirement goes straight to our team, and you get a written proposal within 24 hours.","Formu doldurun ve WhatsApp'tan devam edin — talebiniz doğrudan ekibimize ulaşır ve 24 saat içinde yazılı teklif alırsınız."
"hire.202","Hire Workers","/hire-workers","Talep formu","","Submit the form","Formu gönderin"
"hire.203","Hire Workers","/hire-workers","Talep formu","","— it opens WhatsApp with your requirement pre-filled","— talebiniz hazır şekilde WhatsApp'ta açılır"
"hire.204","Hire Workers","/hire-workers","Talep formu","","Free consultation","Ücretsiz danışmanlık"
"hire.205","Hire Workers","/hire-workers","Talep formu","","— we confirm details and send your custom quote","— detayları teyit eder ve size özel teklifi göndeririz"
"hire.206","Hire Workers","/hire-workers","Talep formu","","Shortlist on your portal","Portalınızda kısa liste"
"hire.207","Hire Workers","/hire-workers","Talep formu","","— first candidates within days","— ilk adaylar günler içinde"
"hire.208","Hire Workers","/hire-workers","Talep formu","yes","No upfront fee — you pay only after arrival","Peşin ücret yok — ödemeyi yalnızca işçi geldikten sonra yaparsınız"
"hire.209","Hire Workers","/hire-workers","Talep formu","yes","İŞKUR-licensed, Permit No. 1730 — workers never pay a fee","İŞKUR izinli özel istihdam bürosu, İzin Belgesi No: 1730 — işçiden hiçbir ücret alınmaz"
"hire.210","Hire Workers","/hire-workers","Talep formu","yes","Your details stay confidential — never shared with third parties","Bilgileriniz gizli kalır — üçüncü taraflarla asla paylaşılmaz"
"hire.211","Hire Workers","/hire-workers","Talep formu","","Or reach us directly","Ya da doğrudan bize ulaşın"
"hire.212","Hire Workers","/hire-workers","Talep formu","","Call","Telefon"
"hire.213","Hire Workers","/hire-workers","Talep formu","","Email","E-posta"
"hire.214","Hire Workers","/hire-workers","Talep formu","","Request Workers","İşçi Talebi"
"hire.215","Hire Workers","/hire-workers","Talep formu","","Takes 1 minute — continues on WhatsApp.","1 dakika sürer — WhatsApp'tan devam eder."
"hire.216","Hire Workers","/hire-workers","Talep formu","","Send Request on WhatsApp →","Talebi WhatsApp'tan gönderin →"
"hire.217","Hire Workers","/hire-workers","Talep formu","","I agree that JobsAdmire may process the details above to prepare my quote, in line with the","Yukarıdaki bilgilerin teklifimi hazırlamak amacıyla JobsAdmire tarafından işlenmesini,"
"hire.218","Hire Workers","/hire-workers","Talep formu","",".","kapsamında kabul ediyorum."
"hire.219","Hire Workers","/hire-workers","Talep formu","","No obligation — quote and consultation are free.","Bağlayıcı değil — teklif ve danışmanlık ücretsizdir."
"hire.220","Hire Workers","/hire-workers","Hero formu ve alan etiketleri","yes","Where the process requires it, your details are shared only with our own representatives abroad — never with third parties. Full detail in the Privacy Notice.","Süreç gerektirdiğinde bilgileriniz yalnızca yurt dışındaki kendi temsilcilerimizle paylaşılır — üçüncü taraflarla asla paylaşılmaz. Ayrıntısı Gizlilik Aydınlatma Metni'nde."
"hire.221","Hire Workers","/hire-workers","Talep formu","","Don't use WhatsApp?","WhatsApp kullanmıyor musunuz?"
"hire.222","Hire Workers","/hire-workers","Talep formu","","Send this request by email","Bu talebi e-posta ile gönderin"
"hire.223","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","yes","Licensed workforce recruitment for employers in Turkey — overseas sourcing, vetting and work permits, end-to-end.","Türkiye'deki işverenler için lisanslı iş gücü temini — yurt dışından tedarik, kontrol ve çalışma izinleri, uçtan uca."
"hire.224","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","yes","İŞKUR Licensed · Permit No. 1730","Özel İstihdam Bürosu · İzin Belgesi No: 1730"
"hire.225","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","For Employers","İşverenler için"
"hire.226","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Company","Kurumsal"
"hire.227","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Contact","İletişim"
"hire.228","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Get Our App","Uygulamamız"
"hire.229","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Telegram","Telegram"
"hire.230","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Antalya · Head office","Antalya · Merkez ofis"
"hire.231","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Karachi · Tech office","Karaçi · Teknoloji ofisi"
"hire.232","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Mon–Fri 09:00–18:00","Pzt–Cum 09:00–18:00"
"hire.233","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Mon–Sat 10:00–19:00 PKT","Pzt–Cmt 10:00–19:00 PKT"
"hire.234","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Karachi, Pakistan","Karaçi, Pakistan"
"hire.235","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","Get directions","Yol tarifi alın"
"hire.236","Hire Workers","/hire-workers","Alt bilgi ve görsel etiketleri","","WhatsApp Us →","WhatsApp'tan yazın →"
